leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,Unnamed: 8,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value,assessed_value,adjusted_assessed_value
605670,2009,BONSALL UNION ELEMENTARY,7606315200,41,4,1977,90.5,,16865000,1868000,6967000,8030000,15703000,9175000,65000,0,6460000,3008000,535000,18725000,0,2009,Bonsall Union Elementary,3007881151,19891315,3027772466,3017007334.054161
605790,2009,BRAWLEY ELEMENTARY,7603442330,31,5,3794,171.10000610351562,,30337000,5125000,20353000,4859000,30377000,19987000,165000,0,14184000,5337000,211000,3765000,0,2009,Brawley Elementary,1163898110,88886014,1252784124,1248329896.8260772
605820,2009,BRAWLEY UNION HIGH,7603125819,31,3,1932,78.80000305175781,,18866000,1961000,11935000,4970000,17646000,9177000,832000,0,7002000,2726000,401000,8540000,0,2009,Brawley Union High,1516543836,117912955,1634456791,1628645540.910216
605880,2009,BREA-OLINDA UNIFIED,7149907800,21,9,5950,238.57000732421875,,47392000,3203000,16260000,27929000,49385000,26603000,822000,0,19456000,8910000,886000,55076000,0,2009,Brea-Olinda Unified,6157999402,470826819,6628826221,6605257676.891606
606030,2009,BRIGGS ELEMENTARY,8055257540,41,2,513,19.520000457763672,,4246000,458000,2526000,1262000,3905000,2111000,4000,0,1533000,614000,98000,2178000,0,2009,Briggs Elementary,354027747,10906965,364934712,363637200.25814617
606060,2009,BRISBANE ELEMENTARY,4154670550,21,3,573,29.200000762939453,,6178000,288000,665000,5225000,6776000,4138000,39000,0,2714000,1273000,360000,10481000,0,2009,Brisbane Elementary,1910982625,219636480,2130619105,2123043768
606270,2009,BUCKEYE UNION ELEMENTARY,5306772261,31,9,5075,228.1699981689453,,44446000,1688000,24694000,18064000,46868000,23509000,9885000,0,15864000,8323000,2290000,46098000,0,2009,Buckeye Union Elementary,6035773908,174554237,6210328145,6188247555.174106
606330,2009,BUELLTON UNION ELEMENTARY,8056862767,32,2,672,35.93000030517578,,8448000,1033000,2790000,4625000,8459000,4895000,428000,0,3613000,1372000,256000,10591000,0,2009,Buellton Union Elementary,947793602,42472194,990265796,986744942.9388468
606360,2009,BUENA PARK ELEMENTARY,7145228412,21,7,5395,214.8999938964844,,46745000,7406000,24325000,15014000,47695000,30593000,271000,0,21010000,9841000,378000,13255000,0,2009,Buena Park Elementary,4942873275,433808440,5376681715,5357565123.927613
606390,2009,PANAMA-BUENA VISTA UNION,6618318331,11,23,16529,702.8200073242188,,138697000,14586000,102438000,21673000,142231000,77344000,4305000,0,52923000,29008000,1730000,35564000,0,2009,Panama Buena Vista Union,7183700889,249770062,7433470951,7407041522.599525
606420,2009,BUENA VISTA ELEMENTARY,5596862015,42,1,188,10,,1507000,182000,1068000,257000,1537000,953000,5000,0,653000,353000,11000,180000,0,2009,Buena Vista Elementary,58280087,4423861,62703948,62481006.45425142
606450,2009,BURBANK UNIFIED,8187294400,12,22,16733,703.1799926757812,,141340000,12180000,82925000,46235000,147090000,86907000,8387000,0,59570000,27384000,1486000,103583000,0,2009,Burbank Unified,15443209077,2585216292,18028425369,17964325975.781925
606480,2009,BURLINGAME ELEMENTARY,6502593800,21,7,2673,123.80999755859376,,24404000,1293000,2069000,21042000,35065000,14626000,11115000,0,9728000,3754000,1642000,49845000,0,2009,Burlingame Elementary,6830807533,301092012,7131899545,7106542342.472882
606570,2009,BURTON ELEMENTARY,5597818020,13,7,3764,180.33999633789065,,29350000,3135000,22391000,3824000,30823000,19086000,1174000,0,13496000,6472000,251000,6381000,0,2009,Burton Elementary,724558156,6194156,730752312,728154149.4409753
606720,2009,BUTTONWILLOW UNION ELEMENTARY,6617645166,42,1,386,23,,4381000,615000,1119000,2647000,6217000,2102000,1916000,0,1447000,726000,202000,5690000,0,2009,Buttonwillow Union Elementary,4603320709,37593465,4640914174,4624413576.946078
606750,2009,BYRON UNION ELEMENTARY,9258097500,41,3,1690,79,,13321000,857000,6508000,5956000,17934000,7991000,4229000,0,5359000,2515000,608000,14526000,0,2009,Byron Union Elementary,2700210803,137769898,2837980701,2827890366.587794
606780,2009,CABRILLO UNIFIED,6507127100,31,7,3385,159.50999450683594,,30150000,2659000,3609000,23882000,33456000,17688000,2839000,0,11579000,7472000,72000,15956000,0,2009,Cabrillo Unified,4813259806,70090066,4883349872,4865987303.874389
606870,2009,CALAVERAS UNIFIED,2097542300,42,13,3480,164.69000244140625,,31938000,2823000,6721000,22394000,29720000,17293000,28000,0,12521000,6195000,1184000,41857000,0,2009,Calaveras Unified,2709479330,55455515,2764934845,2755104222
606900,2009,CALEXICO UNIFIED,7607683888,31,13,9280,412,,80106000,10707000,60075000,9324000,78545000,42814000,3672000,0,29141000,16496000,425000,40053000,0,2009,Calexico Unified,1791551959,81832946,1873384905,1866724154.9224648
606990,2009,CALIPATRIA UNIFIED,7603482892,32,4,1183,62.59000015258789,,14890000,1664000,6181000,7045000,12650000,5802000,1238000,0,4068000,1906000,556000,17239000,0,2009,Calipatria Unified,915576234,29909666,945485900,942124260.1869936
607020,2009,CALISTOGA JOINT UNIFIED,7079424703,31,3,851,50.5,,12683000,757000,1886000,10040000,11885000,7120000,537000,0,5257000,1873000,191000,2700000,0,2009,Calistoga Joint Unified,1601309759,35863661,1637173420,1631352511.0372455
607230,2009,CAMPBELL UNION HIGH,4083710960,11,7,7791,352.3999938964844,,105781000,4118000,25532000,76131000,103737000,42747000,25174000,0,28762000,14536000,6622000,136395000,0,2009,Campbell Union High,30388550498,981209411,31369759909,31258225898.990387
607440,2009,CAPISTRANO UNIFIED,9492349200,21,61,53381,2030.469970703125,,392522000,29937000,87127000,275458000,399360000,260163000,2373000,0,189082000,85029000,2171000,83407000,0,2009,Capistrano Unified,43126910963,1122759983,44249670946,44092342893.234215
607470,2009,CARDIFF ELEMENTARY,7606325890,21,2,749,41.400001525878906,,8801000,461000,1004000,7336000,7904000,4799000,46000,0,3644000,1223000,310000,8699000,0,2009,Cardiff Elementary,2023568486,13812127,2037380613,2030136782.3062706
607500,2009,CARLSBAD UNIFIED,7603315000,13,15,10906,495.5499877929688,,110906000,7261000,18522000,85123000,134409000,56388000,37356000,0,38567000,18232000,6070000,179630000,0,2009,Carlsbad Unified,16210688697,777236122,16987924819,16927524886.635159
607530,2009,CARMEL UNIFIED,8316241546,22,6,2138,136,,50083000,962000,4865000,44256000,49221000,21918000,7214000,4000,14682000,8606000,1648000,39319000,0,2009,Carmel Unified,12846560349,124451392,12971011741,12924893793.092453
607560,2009,CARPINTERIA UNIFIED,8056844511,22,8,2332,110.5,,26846000,3312000,4545000,18989000,25316000,13187000,188000,0,8965000,5285000,748000,14120000,0,2009,Carpinteria Unified,4451083902,127897670,4578981572,4562701173.999927
607800,2009,CASTRO VALLEY UNIFIED,5105373000,21,16,8922,408.3599853515625,,118177000,23025000,69931000,25221000,115034000,43980000,816000,0,32455000,13363000,4011000,86520000,0,2009,Castro Valley Unified,6138142457,64128193,6202270650,6180218708.296711
607840,2009,CAYUCOS ELEMENTARY,8059953694,32,1,208,12.5,,3108000,132000,246000,2730000,4367000,1466000,1837000,0,1059000,455000,200000,7596000,0,2009,Cayucos Elementary,916370965,6217708,922588673,919308443.4226096
607900,2009,CENTER JOINT UNIFIED,9163386330,21,9,5213,244.8000030517578,,42611000,5477000,26676000,10458000,53167000,27069000,8975000,0,19548000,8505000,921000,61263000,0,2009,Center Joint Unified,316907373,313600,317220973,316093105.67552966
607920,2009,CENTINELA VALLEY UNION HIGH,3102633200,21,5,6787,300,,81570000,11685000,49435000,20450000,82645000,34414000,7939000,0,22735000,11656000,2622000,72960000,0,2009,Centinela Valley Union High,12701317474,1402223855,14103541329,14053396714.430975
607950,2009,CENTRAL ELEMENTARY,9099898541,21,7,4871,190.6699981689453,,37522000,3486000,25580000,8456000,37036000,20923000,1541000,0,15215000,7231000,1124000,17342000,0,2009,Central Elementary,3124638419,126378908,3251017327,3239458456.2868385
607970,2009,CENTRAL UNIFIED,5592744700,11,19,14547,629.0399780273438,,124123000,15107000,77432000,31584000,135231000,62453000,16450000,0,43569000,22507000,5743000,124720000,0,2009,Central Unified,,62488584,,
608010,2009,CENTRAL UNION HIGH,7603364500,13,4,4103,184,,36137000,4277000,24196000,7664000,36158000,18609000,837000,0,13799000,6358000,554000,15430000,0,2009,Central Union High,3185081102,290723460,3475804562,3463446468.6663513
608070,2009,CENTRALIA ELEMENTARY,7142283100,21,9,4566,179.5,,41618000,4266000,20155000,17197000,39566000,21687000,280000,0,16645000,6982000,644000,14475000,0,2009,Centralia Elementary,3884392802,113404202,3997797004,3983582986.0300183
608130,2009,CERES UNIFIED,2095561500,21,23,12409,553.3900146484375,,107609000,13176000,68140000,26293000,128981000,62940000,22276000,0,44705000,18464000,2139000,65738000,0,2009,Ceres Unified,3385157501,125069334,3510226835,3497746354.5600276
608160,2009,CHAFFEY JOINT UNION HIGH,9099888511,12,11,25414,980.4000244140624,,232917000,21949000,139371000,71597000,223743000,122664000,15573000,0,87220000,46094000,4926000,97400000,0,2009,Chaffey Joint Union High,41970908810,4330373797,46301282607,46136660126
608190,2009,CHARTER OAK UNIFIED,6269668331,21,10,6113,239.1999969482422,,52837000,5078000,35196000,12563000,56856000,29603000,2229000,0,20598000,10459000,1003000,30622000,0,2009,Charter Oak Unified,2765638414,35074095,2800712509,2790754680.252856
608370,2009,CHICO UNIFIED,5308913000,13,27,12985,565.1699829101562,,139434000,12661000,61840000,64933000,122749000,70632000,16018000,0,47537000,26494000,2743000,56487000,0,2009,Chico Unified,9366960731,501192471,9868153202,9833067352
608550,2009,CHOWCHILLA UNION HIGH,5596653662,32,2,967,45.83000183105469,,9963000,932000,4265000,4766000,15093000,4253000,5874000,0,3175000,1704000,456000,12123000,0,2009,Chowchilla Union High,1665754276,84382123,1750136399,1743913854.3834488
608760,2009,CLAREMONT UNIFIED,9093980609,21,12,7113,297.75,,67149000,5675000,42653000,18821000,67149000,34406000,813000,0,24902000,11098000,2340000,48385000,0,2009,Claremont Unified,4064291457,66743141,4131034598,4116346858.739643
608970,2009,CLOVERDALE UNIFIED,7078941920,32,5,1525,76.59999847,,12848000,1344000,3979000,7525000,15011000,9418000,1311000,0,5503000,2299000,134000,3225000,0,2009,Cloverdale Unified,1882834929,45530632,1928365561,1921509329.2530346
609030,2009,CLOVIS UNIFIED,5593279100,21,46,38004,1677.189941,,374342000,31437000,216921000,125984000,360278000,189753000,28832000,0,130484000,76349000,12193000,282833000,0,2009,Clovis Unified,18326439840,497448409,18823888249,18756960617.21467
609070,2009,COACHELLA VALLEY UNIFIED,7603995137,21,22,18186,913.5999755859376,,185628000,30714000,111496000,43418000,192485000,102411000,10569000,0,70817000,40966000,6085000,179409000,0,2009,Coachella Valley Unified,4647015626,94715732,4741731358,4724872309
609120,2009,COALINGA-HURON JOINT UNIFIED,5599357500,32,11,4367,188.4199981689453,,37977000,4694000,24661000,8622000,37432000,20392000,1043000,0,13951000,7501000,517000,13870000,0,2009,Coalinga/Huron Joint Unified,1547224838,78186690,1625411528,1619632438.0050626
609270,2009,COLD SPRING ELEMENTARY,8059692678,22,1,181,14.449999809265137,,3522000,41000,247000,3234000,3502000,1982000,226000,0,1340000,632000,116000,4876000,0,2009,Cold Spring Elementary,1500347434,5463196,1505810630,1500456776.5320039
609330,2009,COLLEGE ELEMENTARY,8056867300,32,3,404,29,,6172000,388000,1165000,4619000,5903000,3704000,178000,0,2380000,1100000,441000,12014000,0,2009,College Elementary,1644069484,44601400,1688670884,1682666877.726909
609390,2009,COLTON JOINT UNIFIED,9095805000,21,28,23608,1089.5999755859375,,214427000,28804000,140614000,45009000,238816000,116334000,36802000,0,84004000,40605000,4507000,156516000,0,2009,Colton Joint Unified,111105846,205330,111311176,110915413.27009131
609450,2009,COLUMBIA ELEMENTARY,5302231915,41,4,1002,50.36000061035156,,8814000,989000,4065000,3760000,8208000,5025000,62000,0,3628000,1535000,156000,3850000,0,2009,Columbia Elementary,1043152319,15259353,1058411672,1054648528.8212959
609480,2009,COLUMBIA UNION,2095320202,41,2,587,27.5,,4978000,645000,2379000,1954000,5501000,2661000,705000,0,1946000,935000,90000,0,0,2009,Columbia Union,510047685,20021065,530068750,528184110.35214216
609510,2009,COLUMBINE ELEMENTARY,6617258501,41,1,206,9,,1417000,127000,1085000,205000,1439000,966000,0,0,689000,330000,0,0,0,2009,Columbia Elementary,1043152319,15259353,1058411672,1054648528.8212959
609620,2009,COMPTON UNIFIED,3106394321,13,40,26221,1400,,271811000,54464000,190379000,26968000,311424000,163478000,18123000,0,103915000,52045000,4158000,97107000,0,2009,Compton Unified,8477477385,625840021,9103317406,9070950901
609640,2009,CONEJO VALLEY UNIFIED,8054979511,12,30,21199,921.7199707,,185060000,16049000,52080000,116931000,189918000,111067000,8426000,0,78762000,38622000,2160000,66185000,0,2009,Conejo Valley Unified,25146429893,598566271,25744996164,25653460791.457054
609780,2009,CORNING UNION ELEMENTARY,5308247700,32,7,1913,87.5,,16643000,3190000,10292000,3161000,16583000,9419000,573000,0,6178000,3297000,122000,3049000,0,2009,Corning Union Elementary,865632776,10343200,875975976,872861476.1
609850,2009,CORONA-NORCO UNIFIED,9517365000,21,51,52052,2237.699951171875,,427585000,40837000,258727000,128021000,472657000,258027000,58375000,0,196851000,69174000,10128000,328778000,0,2009,Corona-Norco Unified,23523208338,906072609,24429280947,24342423550.78229
609870,2009,CORONADO UNIFIED,6195228900,21,5,3236,148.83999633789062,,31580000,3527000,15212000,12841000,29609000,17116000,525000,0,11948000,5164000,1190000,24700000,0,2009,Coronado Unified,5911079196,115764604,6026843800,6005415581.911448
609940,2009,COTATI-ROHNERT PARK UNIFIED,7077924722,21,13,6206,266.20001220703125,,55194000,4928000,23164000,27102000,56394000,34809000,191000,0,19441000,12476000,2937000,71706000,0,2009,Cotati-Rohnert Park Unified,5078927185,135945020,5214872205,5196330921.598451
609990,2009,COTTONWOOD UNION ELEMENTARY,5303473165,31,4,1038,51.59999847412109,,9249000,1535000,5001000,2713000,9315000,5634000,187000,0,3830000,2048000,91000,1855000,0,2009,Cottonwood Union Elementary,666848023,14664032,681512055,679088964.3361076
610050,2009,COVINA-VALLEY UNIFIED,6269747000,21,19,14002,583.9000244140625,,130332000,14648000,90353000,25331000,135115000,68482000,8624000,0,49916000,24415000,3389000,113198000,0,2009,Covina-Valley Unified,6832493055,286022332,7118515387,7093205771.346887
610260,2009,CULVER CITY UNIFIED,3108424220,21,9,6801,289.70001220703125,,71304000,8896000,43262000,19146000,71787000,33537000,253000,0,22797000,11109000,1984000,36250000,0,2009,Culver City Unified,6425299021,429361410,6854660431,6830288941.790601
610350,2009,CUTLER-OROSI JOINT UNIFIED,5595284763,32,10,4162,223,,47010000,10223000,31236000,5551000,46121000,23461000,1913000,0,15145000,9986000,277000,7695000,0,2009,Cutler-Orosi Joint Unified,,,,
610620,2009,DAVIS JOINT UNIFIED,5307575300,23,17,8561,430.3500061035156,,82758000,6142000,30856000,45760000,85293000,48189000,6086000,0,34182000,13110000,4102000,95101000,0,2009,Davis Joint Unified,14488507,140875,14629382,14577367.778560124
610770,2009,DEL NORTE COUNTY UNIFIED,7074640200,33,12,3740,185.1999969482422,,37843000,8856000,17347000,11640000,36808000,22141000,595000,0,14223000,8789000,162000,5100000,0,2009,Del Norte County Unified,757007443,20359720,777367163,774603263.0788434
610860,2009,DELANO JOINT UNION HIGH,6617254000,41,6,4522,188.8000030517578,,52632000,10124000,34761000,7747000,50675000,23686000,1657000,0,15476000,10829000,2393000,58544000,0,2009,Delano Joint Union High,1957456863,70303024,2027759887,2020550262.438326
610890,2009,DELANO UNION ELEMENTARY,6617215000,32,12,7678,364.2999877929688,,71817000,11669000,50981000,9167000,76957000,40983000,5343000,0,27320000,15353000,2437000,47021000,0,2009,Delano Union Elementary,1785222377,58285026,1843507403,1836952881
611040,2009,DENAIR UNIFIED,2096327514,23,7,1498,78.19999694824219,,14953000,1594000,7233000,6126000,17823000,8904000,2539000,0,6128000,2428000,769000,18538000,0,2009,Denair Unified,784828021,24423217,809251238,806373975.4407322
611110,2009,DESERT SANDS UNIFIED,7607774200,21,35,29323,1236.5999755859375,,288129000,30678000,125077000,132374000,336617000,148829000,74191000,0,104126000,56101000,19017000,351789000,0,2009,Desert Sands Unified,15886755724,307953734,16194709458,16137129773.232533
611220,2009,DIXIE ELEMENTARY,4154923700,21,4,1799,92.40000153,,19696000,807000,2085000,16804000,19041000,11065000,562000,0,8141000,3102000,387000,8955000,0,2009,Dixie Elementary,3797975748,99763645,3897739393,3883881126.1297774
611280,2009,DIXON UNIFIED,7076785582,31,7,3952,158.1999969482422,,29574000,2956000,16901000,9717000,27979000,16128000,80000,0,11532000,4877000,1495000,42407000,0,2009,Dixon Unified,2396775443,79554521,2476329964,2467525465.279159
611460,2009,DOWNEY UNIFIED,5624696500,21,20,22702,957.0999755859376,,193822000,24885000,123069000,45868000,203875000,123388000,10696000,0,85568000,38793000,3749000,81092000,0,2009,Downey Unified,9225415211,317071895,9542487106,9508559149.411085
611490,2009,DRY CREEK JOINT ELEMENTARY,9167708800,21,10,7237,338.0199890136719,,53136000,2671000,31192000,19273000,53008000,33153000,2532000,0,24631000,9411000,2899000,49815000,0,2009,Dry Creek Joint Elementary,3462006398,47796299,3509802697,3497323724.566849
611520,2009,DUARTE UNIFIED,6265995000,21,8,4028,182.8500061035156,,38296000,4979000,23400000,9917000,39270000,22670000,218000,0,15282000,7314000,909000,46694000,0,2009,Duarte Unified,2642623217,113452204,2756075421,2746276297.752491
611610,2009,DUNHAM ELEMENTARY,7077955050,41,1,178,10.43999958,,1479000,90000,936000,453000,1398000,848000,0,0,620000,245000,0,28000,0,2009,Dunham Elementary,115372245,2066375,117438620,117021071.37174807
611700,2009,DUNSMUIR JOINT UNION HIGH,5302354835,42,2,96,8.670000076293945,,2041000,221000,1166000,654000,1934000,799000,503000,0,502000,314000,0,0,0,2009,Dunsmuir Joint Union High,,88502,,
611760,2009,EARLIMART ELEMENTARY,6618494241,32,4,2033,106.5,,28646000,4034000,22051000,2561000,24228000,11314000,4645000,0,7104000,4303000,170000,3600000,0,2009,Earlimart Elementary,373302934,11389561,384692495,383324735.19844526
