leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value
629100,2009,OROVILLE CITY ELEMENTARY,5305323000,32,7,2686,120.7699966430664,,25515000,3915000,14624000,6976000,24509000,14923000,10000,0,10309000,5514000,94000,5975000,0,2009,Oroville City Elementary,1822308719,125844718
629130,2009,OROVILLE UNION HIGH,5305382300,32,5,2862,115.1999969482422,,31296000,4053000,15478000,11765000,33194000,13020000,6928000,0,8490000,6266000,701000,20636000,0,2009,Oroville Union High,3216671388,199822343
629190,2009,OWENS VALLEY UNIFIED,7608782405,43,3,44,7.800000190734863,,1905000,110000,160000,1635000,1915000,934000,248000,0,589000,369000,92000,2585000,0,2009,Owens Valley Unified,324251600,10546418
629270,2009,OXNARD UNION HIGH,8053852500,12,10,16856,651.4400024414062,,143658000,14658000,69582000,59418000,147923000,83308000,2967000,0,56690000,32938000,2860000,66799000,0,2009,Oxnard Union High,32105866389,2173622069
629340,2009,PACIFIC ELEMENTARY,8314257002,41,1,104,6.329999923706055,,1042000,80000,511000,451000,1181000,616000,0,0,451000,210000,0,0,0,2009,Pacifica Elementary,4295295757,44857615
629370,2009,PACIFIC GROVE UNIFIED,8316466520,22,5,1766,99.55000305,,29766000,996000,3717000,25053000,34414000,14152000,6293000,0,9684000,4817000,1602000,35696000,0,2009,Pacific Grove Unified,4000425038,46411719
629430,2009,PACIFIC UNION ELEMENTARY,7078224619,33,2,528,26.200000762939453,,3385000,621000,2230000,534000,3310000,1833000,0,0,1294000,730000,2000,0,0,2009,Pacific Union Elementary,414913235,25766849
629490,2009,PAJARO VALLEY UNIFIED,8317862100,13,33,19381,824.5999755859375,,204777000,39630000,106009000,59138000,196829000,111602000,4217000,0,69587000,49623000,2186000,61401000,0,2009,Pajaro Valley Unified,745455884,39250933
629550,2009,PALM SPRINGS UNIFIED,7604166000,21,27,23943,1012.5,,247956000,26395000,116532000,105029000,257829000,124784000,42034000,0,83815000,46900000,10653000,354469000,0,2009,Palm Springs Unified,14609480556,744195367
629580,2009,PALMDALE ELEMENTARY,6619477191,21,28,21296,897.4000244140625,,238136000,64760000,153228000,20148000,238829000,101222000,2084000,0,68891000,44388000,3169000,75985000,0,2009,Palmdale Elementary,9108988491,205783616
629610,2009,PALO ALTO UNIFIED,6503293700,13,19,11704,658.9400024414062,,178601000,5814000,18585000,154202000,182678000,106655000,17614000,0,72731000,33985000,5054000,217010000,0,2009,Palo Alto Unified,21509456993,
629700,2009,PALOS VERDES PENINSULA UNIFIED,3103789966,21,18,11886,502.2900085449219,,103934000,5326000,38951000,59657000,113821000,66125000,10858000,0,47848000,16594000,2277000,72005000,0,2009,Palos Verdes Peninsula Unified,16908585627,80532456
629790,2009,PARADISE ELEMENTARY,2095240184,41,2,178,9.899999618530272,,1619000,168000,989000,462000,1513000,947000,18000,0,520000,292000,27000,399000,0,2009,Paradise Elementary,81148312,2332466
629820,2009,PARADISE UNIFIED,5308726400,32,14,4581,220.3999938964844,,40518000,5956000,19956000,14606000,39287000,23656000,470000,872000,15425000,9769000,137000,1305000,0,2009,Paradise Unified,2960666121,54754604
629850,2009,PARAMOUNT UNIFIED,5626026000,13,22,15836,704.4899902,,149761000,25261000,101262000,23238000,162803000,82458000,17559000,0,56917000,30051000,2630000,94667000,0,2009,Paramount Unified,4441545870,286722433
629910,2009,PARLIER UNIFIED,5596462731,32,9,3344,168.5,,33952000,7305000,23375000,3272000,30805000,16006000,1458000,0,9682000,7030000,20000,5433000,0,2009,Parlier Unified,384200722,12649747
629940,2009,PASADENA UNIFIED,6263963600,12,34,20084,962.9099731445312,,233726000,38057000,98652000,97017000,244885000,118952000,29741000,0,74946000,46002000,8931000,306938000,0,2009,Pasadena Unified,27574524899,708736580
630030,2009,PATTERSON JOINT UNIFIED,2098957700,32,9,5638,254,,46824000,4854000,27767000,14203000,58254000,28446000,11724000,0,18133000,7951000,537000,14742000,0,2009,Patterson Joint Unified,14301495,184157
630180,2009,PERRIS ELEMENTARY,9516573118,21,8,5738,267,,53992000,10459000,35073000,8460000,51588000,29423000,727000,0,20757000,9910000,601000,16575000,0,2009,Perris Elementary,1979012911,22503435
630210,2009,PERRIS UNION HIGH,9519436369,21,8,10426,428.2000122070313,,89390000,6370000,40386000,42634000,91644000,47803000,4938000,0,34373000,16353000,2803000,89022000,0,2009,Perris Union High,12400585116,124185649
630230,2009,PETALUMA CITY ELEMENTARY,7077784813,13,8,2343,119.6999969482422,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2009,Petaluma City Elementary,4188318570,360708774
630250,2009,PETALUMA JOINT UNION HIGH,7077784795,13,10,5532,261.3500061035156,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2009,Petaluma Joint Union High,9563108582,545384264
630330,2009,PIEDMONT CITY UNIFIED,5105942600,21,6,2554,153.9499969482422,,35033000,1190000,8041000,25802000,62903000,20371000,29149000,0,14055000,6803000,2077000,76590000,0,2009,Piedmont City Unified,2904730211,3922696
630360,2009,PIERCE JOINT UNIFIED,5304762892,42,5,1325,66.65000153,,11798000,964000,6647000,4187000,11238000,6005000,536000,0,4304000,2057000,154000,5192000,0,2009,Pierce Joint Unified,649619024,81079206
630450,2009,PINER-OLIVET UNION ELEMENTARY,7075223000,21,6,1671,74.80000305175781,,13313000,1132000,6664000,5517000,12961000,8521000,12000,0,5870000,2254000,273000,12963000,0,2009,Piner-Olivet Union Elementary,1772798707,38004839
630520,2009,PIONEER UNION ELEMENTARY,5305891633,42,2,87,6.900000095367432,,1363000,242000,596000,525000,1313000,601000,46000,0,405000,264000,0,0,0,2009,Pioneer Union Elementary,881949520,5857344
630600,2009,PITTSBURG UNIFIED,9254732300,22,12,9617,447.2000122070313,,120020000,11839000,78817000,29364000,129969000,49760000,41209000,0,31295000,18166000,5302000,150855000,0,2009,Pittsburg Unified,4676507394,725876511
630660,2009,PLACENTIA-YORBA LINDA UNIFIED,7149962550,21,34,25920,1058.550048828125,,231395000,20484000,98683000,112228000,291374000,132629000,63294000,0,93569000,43882000,12225000,338809000,0,2009,Placentia-Yorba Linda Unified,21018950032,1209746529
630750,2009,PLACER UNION HIGH,5308864400,21,6,4511,190.8000030517578,,44696000,3937000,12415000,28344000,39448000,19765000,580000,0,14089000,6997000,999000,44927000,0,2009,Placer Union High,11111005074,366909901
630780,2009,PLACERVILLE UNION ELEMENTARY,5306227216,32,4,1211,60.5,,10236000,1562000,4390000,4284000,9617000,5812000,102000,0,4086000,1895000,95000,4545000,0,2009,Placerville Union Elementary,1346013135,45546638
630840,2009,PLANADA ELEMENTARY,2093820756,31,2,793,41.02000045776367,,7643000,1729000,5044000,870000,9642000,4609000,2271000,0,2946000,1676000,93000,3375000,0,2009,Planada Elementary,207940281,4734405
630870,2009,PLAZA ELEMENTARY,5308651250,42,1,142,6,,1146000,71000,739000,336000,1212000,600000,96000,0,399000,212000,39000,595000,0,2009,Plaza Elementary,81844994,4920611
630960,2009,PLEASANT VALLEY ELEMENTARY,5304327311,32,3,543,24.489999771118164,,4222000,207000,1394000,2621000,4491000,2474000,85000,0,1825000,845000,30000,0,0,2009,Pleasant Valley Elementary,11344506986,865941991
631170,2009,PLUMAS UNIFIED,5302836500,43,12,2370,126.54000091552734,,30615000,3931000,6042000,20642000,28768000,13180000,3626000,0,8344000,6201000,671000,14070000,0,2009,Plumas Unified,3554353481,89907872
631230,2009,POINT ARENA JOINT UNION HIGH,7078822803,43,2,190,14.68999958,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2009,Point Arena Joint Union High,793292838,13923864
631320,2009,POMONA UNIFIED,9093974800,12,45,29044,1265.800048828125,,344372000,78010000,213915000,52447000,357849000,165775000,11311000,0,114737000,61545000,10295000,203738000,0,2009,Pomona Unified,,453665202
631470,2009,PORTOLA VALLEY ELEMENTARY,6508511777,41,2,741,49.58000183105469,,13822000,281000,1017000,12524000,13489000,9467000,220000,0,6255000,2209000,873000,19470000,0,2009,Portola Valley Elementary,3535537287,15520793
631530,2009,POWAY UNIFIED,8587480010,11,37,33797,1285.1300048828125,,337724000,18129000,111457000,208138000,377706000,164712000,63147000,0,118236000,53858000,33135000,301601000,0,2009,Poway Unified,19467105325,624788734
631740,2009,RANCHO SANTA FE ELEMENTARY,8587561141,21,2,696,58.34999847412109,,14615000,142000,763000,13710000,38300000,6477000,26315000,0,4755000,1589000,1786000,44169000,0,2009,Rancho Santa Fe Elementary,5793089263,20355497
631860,2009,RAVENSWOOD CITY ELEMENTARY,6503292800,21,10,4385,258.6199951171875,,43501000,6591000,23658000,13252000,42513000,23875000,565000,0,14971000,7674000,601000,12427000,0,2009,Ravenswood City Elementary,3663802825,324220950
632040,2009,REDDING ELEMENTARY,5302250011,13,11,3491,155.25,,33307000,4446000,16774000,12087000,32419000,19559000,1114000,0,13168000,6031000,722000,15526000,0,2009,Redding Elementary,2790531099,163620216
632070,2009,REDLANDS UNIFIED,9093075300,13,24,21810,884.5,,185552000,20087000,110507000,54958000,196838000,102659000,22991000,0,73576000,37131000,5143000,119999000,0,2009,Redlands Unified,12682073878,484277804
632130,2009,REDWOOD CITY ELEMENTARY,6504232200,13,17,9037,434.9599914550781,,106806000,10508000,46685000,49613000,91760000,56274000,473000,0,37549000,16486000,2560000,63980000,0,2009,Redwood City Elementary,15783162445,836702937
632160,2009,REED UNION ELEMENTARY,4153811112,21,3,1261,79.63999938964844,,20358000,383000,1202000,18773000,18215000,10352000,261000,0,7243000,3058000,2117000,43885000,0,2009,Reed Union Elementary,5970734148,59069143
632270,2009,REEF-SUNSET UNIFIED,5593869083,41,9,2607,124.4000015258789,,25631000,4878000,16657000,4096000,23519000,12670000,450000,0,8427000,4500000,440000,9325000,0,2009,Reef-Sunset Unified,700626212,35962866
632310,2009,RESCUE UNION ELEMENTARY,5306774461,21,7,4116,187.08999633789065,,29779000,2119000,13965000,13695000,30008000,18426000,385000,0,13177000,5376000,1410000,36598000,0,2009,Rescue Union Elementary,4916073182,35572444
632370,2009,RIALTO UNIFIED,9098207700,21,30,27170,1152,,238623000,35734000,165787000,37102000,255133000,129873000,18454000,0,92587000,49203000,2557000,65312000,0,2009,Rialto Unified,6159770167,384352229
632430,2009,RICHGROVE ELEMENTARY,6617252424,32,1,734,35.75,,10931000,1572000,8246000,1113000,10065000,5589000,268000,0,3686000,2229000,219000,3950000,0,2009,Richgrove Elementary,162578556,9136036
632520,2009,RICHMOND ELEMENTARY,5302572338,41,1,211,9.260000228881836,,1460000,107000,1109000,244000,1395000,792000,20000,0,579000,270000,28000,640000,0,2009,Richmond Elementary,115584212,1806949
632550,2009,WEST CONTRA COSTA UNIFIED,5102311101,21,65,30087,1436.72998,,333724000,42113000,163761000,127850000,395546000,162059000,75607000,0,100378000,67549000,28562000,767568000,0,2009,West Contra Costa Unified,25681044399,1080416310
632640,2009,RINCON VALLEY UNION ELEMENTARY,7075427375,12,10,3123,163,,31242000,2647000,6900000,21695000,30521000,18572000,281000,0,12227000,5583000,1018000,28609000,0,2009,Rincon Valley Union Elementary,5207774829,75400189
632710,2009,RIO BRAVO-GREELEY UNION ELEMENTARY,6615892696,41,2,970,46.20000076293945,,8519000,752000,4592000,3175000,11239000,4519000,3250000,0,3115000,1587000,477000,15473000,0,2009,Rio Bravo-Greeley Union Elementary,854300620,110794171
632760,2009,RIO ELEMENTARY,8054853111,12,9,4423,200.6499938964844,,41635000,5125000,19916000,16594000,41223000,21683000,2496000,0,13902000,8262000,1342000,24533000,0,2009,Rio Elementary,4060975829,223178410
632880,2009,RIPON UNIFIED,2095992131,21,7,3056,132.8000030517578,,23110000,1706000,14000000,7404000,21651000,13335000,369000,0,9788000,3997000,543000,13470000,0,2009,Ripon Unified,2125320173,80461436
633110,2009,RIVER DELTA JOINT UNIFIED,7073741700,42,12,2165,122.9000015258789,,25234000,2628000,6751000,15855000,25169000,12029000,3847000,0,8160000,3255000,850000,21369000,0,2009,River Delta Joint Unified,699869444,94279570
633150,2009,RIVERSIDE UNIFIED,9517887131,11,49,42696,1820.6400146484373,,387741000,48009000,234867000,104865000,395510000,222808000,28811000,0,152635000,73293000,8517000,174030000,0,2009,Riverside Unified,16813234684,635786144
633240,2009,ROBLA ELEMENTARY,9169911728,11,5,2034,102.9000015258789,,19346000,3296000,9689000,6361000,22831000,11815000,3913000,0,8749000,3511000,535000,23170000,0,2009,Robla Elementary,1733459459,518823529
633480,2009,ROSEDALE UNION ELEMENTARY,6615886000,11,9,5290,234.5,,49930000,2849000,26450000,20631000,49877000,22129000,3736000,0,15423000,8141000,8608000,975000,0,2009,Rosedale Union Elementary,3982377742,40463571
633570,2009,ROSEMEAD ELEMENTARY,6263122900,21,5,2976,134.4499969482422,,29362000,4015000,17627000,7720000,31621000,17082000,2875000,0,12098000,5657000,1277000,39205000,0,2009,Rosemead Elementary,2101796647,65975047
633600,2009,ROSEVILLE CITY ELEMENTARY,9167711600,12,17,9573,432.7999877929688,,76583000,6072000,27781000,42730000,78244000,44343000,4528000,0,32752000,12902000,3423000,66783000,0,2009,Roseville City Elementary,12043736979,497169114
633630,2009,ROSEVILLE JOINT UNION HIGH,9167862051,12,7,9868,420.2900085449219,,86055000,4812000,17353000,63890000,84593000,43760000,2620000,0,32004000,14847000,5835000,130140000,0,2009,Roseville Joint Union High,20843321906,680107403
633660,2009,ROSS ELEMENTARY,4154572705,21,1,356,28.100000381469727,,13694000,117000,7205000,6372000,17672000,3232000,11130000,0,2439000,965000,800000,17575000,0,2009,Ross Elementary,1505074569,1276045
633690,2009,ROUND VALLEY JOINT ELEMENTARY,7603872525,42,1,131,7,,1272000,105000,200000,967000,1223000,650000,37000,0,448000,218000,75000,1203000,0,2009,Round Valley Joint Elementary,260654146,988386
633750,2009,ROWLAND UNIFIED,6269652541,21,24,15980,710.2999877929688,,183499000,29997000,124692000,28810000,205034000,81583000,10996000,0,60029000,27559000,4851000,106852000,0,2009,Rowland Unified,10056439761,607241202
633840,2009,SACRAMENTO CITY UNIFIED,9166439000,11,90,47890,2243.320068359375,,481658000,87731000,284323000,109604000,504240000,274108000,19826000,0,162016000,118259000,18134000,433188000,0,2009,Sacramento City Unified,27711428090,1298949893
633860,2009,SADDLEBACK VALLEY UNIFIED,9495861234,21,37,32387,1307.699951171875,,269587000,19517000,84146000,165924000,295937000,175832000,17148000,0,125665000,61201000,6616000,140200000,0,2009,Saddleback Valley Unified,29341951854,1353686309
633900,2009,SALIDA UNION ELEMENTARY,2095450339,21,6,2878,123,,26518000,4395000,15698000,6425000,25881000,14830000,67000,0,10293000,3772000,256000,6855000,0,2009,Salida Union Elementary,1735052198,78584678
633930,2009,SALINAS CITY ELEMENTARY,8317535600,12,13,8004,352.25,,74517000,10781000,40312000,23424000,80091000,43309000,4710000,0,28179000,18525000,1406000,24825000,0,2009,Salinas City Elementary,5601142808,
633980,2009,SALINAS UNION HIGH,8317967000,12,10,13313,566.1099853515625,,132219000,15595000,69242000,47382000,126947000,63243000,1850000,0,42085000,29513000,3447000,61584000,0,2009,Salinas Union High,8435293407,597958095
634170,2009,SAN BERNARDINO CITY UNIFIED,9093811100,12,78,53837,2598.239990234375,,649434000,100616000,496658000,52160000,598235000,302549000,54722000,0,208276000,100635000,6765000,170580000,0,2009,San Bernardino City Unified,12229473721,692879071
634230,2009,SAN BRUNO PARK ELEMENTARY,6506243100,21,8,2620,129.7100067138672,,24849000,1843000,3481000,19525000,25208000,14728000,637000,0,9360000,4306000,265000,28092000,0,2009,San Bruno Park Elementary,4943915605,1120200259
634290,2009,SAN CARLOS ELEMENTARY,6505087333,21,7,3086,156.6199951171875,,34658000,1186000,12473000,20999000,29321000,17429000,732000,0,12229000,4407000,2269000,55667000,0,2009,San Carlos Elementary,5759922697,388763077
634410,2009,SAN FRANCISCO UNIFIED,4152416000,11,117,55140,3124.649902,,691374000,81347000,144206000,465821000,797280000,294425000,158869000,0,212574000,132377000,22388000,654700000,0,2009,San Francisco Unified,1.19088E+11,7771628756
634425,2009,SAN GABRIEL UNIFIED,6264515400,21,9,7000,318.5599975585937,,50984000,5836000,28688000,16460000,54298000,27860000,3731000,0,18995000,9800000,2737000,57377000,0,2009,San Gabriel Unified,3775685152,68698870
634440,2009,SAN JACINTO UNIFIED,9519297700,22,13,9661,394.3200073242188,,74271000,10214000,44768000,19289000,95319000,44364000,20649000,0,30754000,14411000,2692000,89470000,0,2009,San Jacinto Unified,2508120581,40956211
634590,2009,SAN JOSE UNIFIED,4085356000,11,52,32423,1511.489990234375,,345981000,36198000,91222000,218561000,362426000,174827000,35425000,0,115041000,64430000,25812000,646934000,0,2009,San Jose Unified,33005695008,1587425837
634620,2009,SAN JUAN UNIFIED,9169717700,21,77,47327,2171.030029296875,,421211000,55033000,245371000,120807000,470246000,255683000,31908000,0,175556000,87503000,9771000,258740000,0,2009,San Juan Unified,28937764138,735647808
634680,2009,SAN LEANDRO UNIFIED,5106673555,13,12,8801,446.8500061035156,,94284000,8874000,56266000,29144000,113276000,46367000,33248000,0,35764000,10515000,4752000,141101000,0,2009,San Leandro Unified,8142353056,1426955906
634710,2009,SAN LORENZO UNIFIED,5103174600,21,18,11879,548.6099853515625,,103022000,12033000,57704000,33285000,117332000,58684000,15719000,0,41817000,17379000,3866000,93470000,0,2009,San Lorenzo Unified,6115615127,276528209
634740,2009,SAN LORENZO VALLEY UNIFIED,8313365194,41,7,3771,195.6499938964844,,28166000,1592000,8778000,17796000,24745000,12581000,2478000,0,9026000,4547000,785000,32812000,0,2009,San Lorenzo Valley Unified,2956371728,27807661
634860,2009,SAN MARINO UNIFIED,6262997000,21,4,3233,140.39999389648438,,36507000,1756000,9943000,24808000,31517000,16733000,1220000,0,12403000,5447000,1827000,48436000,0,2009,San Marino Unified,4349959921,12487347
634880,2009,SAN MARCOS UNIFIED,7607521299,13,19,17940,712.0100098,,159512000,16138000,78418000,64956000,177284000,91296000,24346000,0,62170000,33107000,5821000,75014000,0,2009,San Marcos Unified,13832344052,540549514
634980,2009,SAN MATEO UNION HIGH,6505582299,21,7,8478,394.3999938964844,,140166000,6954000,14855000,118357000,151723000,58698000,37470000,0,40073000,21935000,8278000,381696000,0,2009,San Mateo Union High,44301924473,4402989841
635040,2009,SAN PASQUAL UNION ELEMENTARY,7607454931,41,1,558,30.5,,4977000,496000,2322000,2159000,4853000,2988000,159000,0,2023000,765000,21000,1389000,0,2009,San Pasqual Union Elementary,501539669,4502473
635110,2009,SAN RAFAEL CITY HIGH,4154923233,13,3,2102,108.8000030517578,,30123000,1473000,1621000,27029000,27844000,13663000,830000,0,9579000,4849000,1753000,61009000,0,2009,San Rafael City High,12217419990,429332370
635130,2009,SAN RAMON VALLEY UNIFIED,9255525500,21,35,27937,1223.209961,,269662000,12221000,89705000,167736000,297269000,148971000,54360000,0,102743000,47721000,15140000,323629000,0,2009,San Ramon Valley Unified,34554908785,566872339
635220,2009,SAN YSIDRO ELEMENTARY,6194284476,11,7,4725,228,,53053000,6435000,17998000,28620000,74926000,28931000,25783000,0,19588000,8452000,4213000,126111000,0,2009,San Ysidro Elementary,4552945124,224346242
